Name,HÖHE,Layer,Position X,Position Y,Position Z,INFO,KOORDINATEN,MESSWERT,NUMMER
HP_FERTIG_OBERKANTE,51.85,HÖHEN,4462753.5220,5794149.8060,51.9880,,,,
HP_FERTIG_OBERKANTE,51.50,HÖHEN,4462770.2110,5794127.4290,51.6370,,,,
HP_FERTIG_OBERKANTE,51.42,HÖHEN,4462777.8090,5794129.0910,51.5620,,,,
HP_FERTIG_OBERKANTE,51.57,HÖHEN,4462751.7020,5794104.1130,51.7090,,,,
HP_FERTIG_OBERKANTE,51.45,HÖHEN,4462756.0760,5794101.7300,51.5920,,,,
HP_FERTIG_OBERKANTE,51.49,HÖHEN,4462759.3200,5794112.5890,51.6320,,,,
HP_FERTIG_OBERKANTE,51.55,HÖHEN,4462751.8290,5794105.5610,51.6910,,,,
HP_FERTIG_OBERKANTE,51.38,HÖHEN,4462758.7500,5794101.4670,51.5200,,,,
HP_FERTIG_OBERKANTE,51.51,HÖHEN,4462778.1930,5794133.3720,51.6480,,,,
HP_FERTIG_OBERKANTE,51.58,HÖHEN,4462776.1730,5794135.6770,51.7160,,,,
HP_FERTIG_OBERKANTE,51.30,HÖHEN,4462760.2070,5794101.5580,51.4350,,,,
HP_FERTIG_OBERKANTE,51.30,HÖHEN,4462763.6760,5794096.8470,51.4420,,,,
HP_FERTIG_OBERKANTE,51.94,HÖHEN,4462741.8710,5794135.1790,52.0820,,,,
HP_FERTIG_OBERKANTE,52.34,HÖHEN,4462723.3410,5794121.2750,52.4840,,,,
HP_FERTIG_OBERKANTE,52.26,HÖHEN,4462739.8960,5794136.6020,52.3970,,,,
HP_FERTIG_OBERKANTE,52.11,HÖHEN,4462745.1460,5794094.4720,52.2510,,,,
HP_FERTIG_OBERKANTE,52.23,HÖHEN,4462712.8940,5794102.8730,52.3670,,,,
HP_FERTIG_OBERKANTE,52.27,HÖHEN,4462751.7740,5794151.7440,52.4080,,,,
HP_FERTIG_OBERKANTE,51.96,HÖHEN,4462780.6581,5794131.9729,52.1000,,,,
HP_FERTIG_OBERKANTE,51.13,HÖHEN,4462781.0149,5794121.9807,51.2700,,,,
HP_FERTIG_OBERKANTE,52.26,HÖHEN,4462757.2370,5794151.8490,52.3970,,,,
HP_FERTIG_OBERKANTE,52.25,HÖHEN,4462765.6570,5794145.7200,52.3870,,,,
HP_FERTIG_OBERKANTE,51.45,HÖHEN,4462748.5750,5794099.3570,51.5880,,,,
HP_FERTIG_OBERKANTE,51.67,HÖHEN,4462737.3150,5794109.1850,51.8090,,,,
HP_FERTIG_OBERKANTE,51.69,HÖHEN,4462752.7740,5794124.6420,51.8260,,,,
HP_FERTIG_OBERKANTE,51.40,HÖHEN,4462762.3937,5794113.2174,51.5420,,,,
HP_FERTIG_OBERKANTE,51.92,HÖHEN,4462727.0760,5794118.4110,52.0580,,,,
HP_FERTIG_OBERKANTE,51.77,HÖHEN,4462734.5360,5794083.7440,51.9070,,,,
HP_FERTIG_OBERKANTE,52.32,HÖHEN,4462737.5380,5794081.2180,52.4640,,,,
HP_FERTIG_OBERKANTE,51.85,HÖHEN,4462715.4080,5794101.0160,51.9930,,,,
HP_FERTIG_OBERKANTE,51.73,HÖHEN,4462725.1610,5794091.8860,51.8680,,,,
HP_OHNE_SYMBOL,51.45,HÖHEN,4462791.8670,5794079.1390,51.5900,,,,
MESSPUNKT,,Keramik Pl.1,4462756.7339,5794063.2063,52.3461,,-43.1289, 4.5839, -2.2319,134.7215 gon, 101.4235 gon, 35.406 m; 0, 0, 1.3,409
MESSPUNKT,,Keramik Pl.1,4462756.8585,5794060.2755,52.3848,,-42.5349, 7.4566, -2.1935,139.9860 gon, 101.3500 gon, 35.522 m; 0, 0, 1.3,410
MESSPUNKT,,Keramik Pl.1,4462755.5076,5794058.1526,52.4497,,-40.7071, 9.1859, -2.1271,144.0210 gon, 101.2740 gon, 34.322 m; 0, 0, 1.3,411
MESSPUNKT,,Silex-Messer,4462747.4429,5794057.0814,52.4176,,-32.6246, 8.2576, -2.1496,166.7280 gon, 101.7350 gon, 26.697 m; 0, 0, 1.3,255
MESSPUNKT,,Keramik Pl.1,4462739.0620,5794066.7393,52.2119,,-26.8524, -3.1529, -2.3447,119.6855 gon, 103.1250 gon, 18.431 m; 0, 0, 1.3,407
MESSPUNKT,,Keramik Pl.1,4462754.8578,5794061.8360,52.4158,,-40.9753, 5.4552, -2.16,137.1675 gon, 101.3680 gon, 33.495 m; 0, 0, 1.3,408
MESSPUNKT,,Keramik Pl.1,4462753.8746,5794055.7781,52.4793,,-38.5443, 11.0903, -2.0957,148.8990 gon, 101.2630 gon, 33.036 m; 0, 0, 1.3,415
MESSPUNKT,,Keramik Pl.1,4462754.2186,5794056.0748,52.4565,,-38.9502, 10.8865, -2.1189,148.2245 gon, 101.2965 gon, 33.324 m; 0, 0, 1.3,416
MESSPUNKT,,Keramik Pl.1,4462754.3125,5794056.0290,52.4687,,-39.0301, 10.9538, -2.1068,148.2805 gon, 101.2695 gon, 33.424 m; 0, 0, 1.3,417
MESSPUNKT,,Keramik Pl.1,4462749.1707,5794055.5322,52.4800,,-33.9225, 10.1814, -2.0894,151.3105 gon, 101.4515 gon, 28.472 m; 0, 0, 1.3,412
MESSPUNKT,,Keramik Pl.1,4462748.8151,5794055.6505,52.4992,,-33.6065, 9.98, -2.0697,151.2220 gon, 101.4260 gon, 28.099 m; 0, 0, 1.3,413
MESSPUNKT,,Keramik Pl.1,4462749.0639,5794055.9586,52.4742,,-33.9229, 9.7419, -2.095,150.4245 gon, 101.4740 gon, 28.279 m; 0, 0, 1.3,414
MESSPUNKT,,Keramik Pl.1,4462736.1567,5794020.4777,52.4050,,-12.751, 41.0028, -2.1506,206.7085 gon, 101.3600 gon, 41.268 m; 0, 0, 1.3,33
MESSPUNKT,,Profilzeichennägel,4462749.6743,5794044.1881,52.3527,,-31.6437, 21.3057, -2.2179,170.6360 gon, 101.8305 gon, 36.868 m; 0, 0, 1.3,4
MESSPUNKT,,Keramik Pl.1,4462736.2277,5794021.0678,52.3420,,-12.9638, 40.4478, -2.2137,206.1740 gon, 101.4745 gon, 40.785 m; 0, 0, 1.3,25
MESSPUNKT,,Keramik Pl.1,4462736.3157,5794020.9057,52.3633,,-13.0096, 40.6265, -2.1925,206.1755 gon, 101.4350 gon, 40.969 m; 0, 0, 1.3,26
MESSPUNKT,,Profilzeichennägel,4462753.7706,5794042.0743,52.0849,,-35.1003, 24.3547, -2.4907,172.1175 gon, 102.0500 gon, 41.393 m; 0, 0, 1.3,0
MESSPUNKT,,Profilzeichennägel,4462753.2506,5794043.7265,52.0333,,-34.999, 22.6256, -2.5416,169.8570 gon, 102.1780 gon, 40.451 m; 0, 0, 1.3,1
MESSPUNKT,,Profilzeichennägel,4462750.8677,5794042.9806,52.3436,,-32.5065, 22.7678, -2.2285,172.0500 gon, 101.7775 gon, 38.346 m; 0, 0, 1.3,2
MESSPUNKT,,Keramik Pl.1,4462736.2872,5794020.6627,52.3800,,-12.9227, 40.8552, -2.1757,206.3950 gon, 101.4020 gon, 41.168 m; 0, 0, 1.3,30
MESSPUNKT,,Keramik Pl.1,4462736.2550,5794020.5722,52.3845,,-12.8694, 40.9351, -2.1712,206.5055 gon, 101.3930 gon, 41.232 m; 0, 0, 1.3,31
MESSPUNKT,,Keramik Pl.1,4462736.2511,5794020.5366,52.4555,,-12.857, 40.9687, -2.1002,206.5370 gon, 101.2825 gon, 41.260 m; 0, 0, 1.3,32
MESSPUNKT,,Keramik Pl.1,4462736.2733,5794020.8685,52.3681,,-12.9594, 40.6522, -2.1876,206.2610 gon, 101.4270 gon, 40.981 m; 0, 0, 1.3,27
MESSPUNKT,,Keramik Pl.1,4462736.2915,5794020.8379,52.3937,,-12.9696, 40.6863, -2.162,206.2590 gon, 101.3860 gon, 41.016 m; 0, 0, 1.3,28
MESSPUNKT,,Keramik Pl.1,4462736.2759,5794020.7932,52.3846,,-12.9436, 40.7259, -2.1711,206.3135 gon, 101.3990 gon, 41.048 m; 0, 0, 1.3,29
MESSPUNKT,,Photogrammetriepunkte,4462720.1294,5794047.1449,52.5453,,-3.7126, 11.2317, -1.9897,144.3890 gon, 102.3260 gon, 14.626 m; 0, 0, 1.3,50
MESSPUNKT,,Photogrammetriepunkte,4462720.4822,5794046.4488,52.5715,,-3.885, 11.9929, -1.9639,142.7455 gon, 102.1160 gon, 15.303 m; 0, 0, 1.3,51
MESSPUNKT,,Photogrammetriepunkte,4462720.6532,5794045.9712,52.6077,,-3.9344, 12.4978, -1.928,141.9870 gon, 101.9075 gon, 15.774 m; 0, 0, 1.3,52
MESSPUNKT,,Photogrammetriepunkte,4462720.4679,5794046.5918,50.9778,,-3.9042, 11.8502, -3.5576,142.8350 gon, 105.4580 gon, 15.208 m; 0, 0, 2.1,47
MESSPUNKT,,Photogrammetriepunkte,4462720.4343,5794046.6282,51.9265,,-3.8815, 11.807, -2.6089,142.9775 gon, 104.8485 gon, 15.161 m; 0, 0, 1.3,48
MESSPUNKT,,Photogrammetriepunkte,4462720.2137,5794047.1750,51.9501,,-3.801, 11.2229, -2.585,144.0330 gon, 104.9220 gon, 14.625 m; 0, 0, 1.3,49
MESSPUNKT,,Photogrammetriepunkte,4462720.8367,5794045.4772,51.8646,,-3.991, 13.0214, -2.6713,141.2265 gon, 104.7525 gon, 16.303 m; 0, 0, 1.3,56
MESSPUNKT,,Photogrammetriepunkte,4462721.0866,5794044.9129,51.8479,,-4.0957, 13.6296, -2.6883,140.2560 gon, 104.6580 gon, 16.866 m; 0, 0, 1.3,57
MESSPUNKT,,Photogrammetriepunkte,4462721.1970,5794044.8627,52.5908,,-4.1913, 13.7054, -1.9456,139.8370 gon, 101.8490 gon, 16.879 m; 0, 0, 1.3,58
MESSPUNKT,,Photogrammetriepunkte,4462720.5990,5794045.8794,51.8327,,-3.8585, 12.5733, -2.7029,142.1995 gon, 104.9970 gon, 15.909 m; 0, 0, 1.3,53
MESSPUNKT,,Photogrammetriepunkte,4462720.5081,5794045.8366,51.1302,,-3.7591, 12.5924, -3.4053,142.5620 gon, 104.5945 gon, 15.947 m; 0, 0, 2.1,54
MESSPUNKT,,Photogrammetriepunkte,4462720.6893,5794045.4887,51.1452,,-3.85, 12.974, -3.3905,141.8080 gon, 104.4400 gon, 16.288 m; 0, 0, 2.1,55
MESSPUNKT,,Photogrammetriepunkte,4462720.6987,5794046.1336,51.0110,,-4.0163, 12.3508, -3.5247,141.8245 gon, 105.1675 gon, 15.655 m; 0, 0, 2.1,46
MESSPUNKT,,Keramik Pl.1,4462759.9301,5794043.9992,52.5107,,-41.5438, 23.9905, -2.0722,164.8515 gon, 100.9485 gon, 42.411 m; 0, 0, 1.3,421
MESSPUNKT,,Knochenreste,4462760.0182,5794044.0165,52.5058,,-41.6335, 23.9952, -2.0772,164.7730 gon, 100.9545 gon, 42.484 m; 0, 0, 1.3,422
MESSPUNKT,,Knochenreste,4462756.8305,5794063.2621,52.3442,,-43.2362, 4.5533, -2.2339,134.6290 gon, 101.4230 gon, 35.505 m; 0, 0, 1.3,423
MESSPUNKT,,Keramik Pl.1,4462752.9137,5794050.0998,52.5779,,-36.2274, 16.3628, -1.9962,159.8675 gon, 101.0535 gon, 33.595 m; 0, 0, 1.3,418
MESSPUNKT,,Keramik Pl.1,4462759.5380,5794044.1439,52.5369,,-41.1989, 23.7546, -2.0455,164.8995 gon, 100.9175 gon, 41.994 m; 0, 0, 1.3,419
MESSPUNKT,,Keramik Pl.1,4462759.6537,5794044.1377,52.5143,,-41.3095, 23.7888, -2.0682,164.8350 gon, 100.9495 gon, 42.102 m; 0, 0, 1.3,420
MESSPUNKT,,Bronzenadel,4462758.3551,5794047.1373,52.0711,,-40.7813, 20.5629, -2.5097,42.7335 gon, 101.9350 gon, 45.886 m; 0, 0, 1.3,0
MESSPUNKT,,Photogrammetriepunkte,4462720.6721,5794046.0958,52.6083,,-3.9831, 12.3815, -1.9274,141.9220 gon, 101.9205 gon, 15.649 m; 0, 0, 1.3,44
MESSPUNKT,,Photogrammetriepunkte,4462720.6803,5794046.0905,52.0186,,-3.9891, 12.3885, -2.5171,141.8910 gon, 104.3130 gon, 15.683 m; 0, 0, 1.3,45
MESSPUNKT,,Keramik Pl.1,4462764.5895,5794054.6748,52.4530,,-48.6664, 14.7739, -2.1349,147.7090 gon, 101.0100 gon, 43.783 m; 0, 0, 1.3,424
MESSPUNKT,,Keramik Pl.1,4462764.4082,5794055.0867,52.4563,,-48.591, 14.3302, -2.1314,147.1565 gon, 101.0105 gon, 43.540 m; 0, 0, 1.3,425
MESSPUNKT,,Keramik Pl.1,4462765.0676,5794055.2061,52.4813,,-49.2597, 14.3752, -2.1071,146.8430 gon, 100.9610 gon, 44.174 m; 0, 0, 1.3,426
MESSPUNKT,,Keramik Pl.1,4462709.6475,5794016.2430,52.7946,,13.9899, 38.6436, -1.7294,256.3600 gon, 100.8370 gon, 39.573 m; 0, 0, 1.3,393
MESSPUNKT,,Keramik Pl.1,4462711.7346,5794019.8840,52.8077,,11.0778, 35.6217, -1.7186,253.3935 gon, 100.9070 gon, 35.760 m; 0, 0, 1.3,394
MESSPUNKT,,Keramik Pl.1,4462722.2390,5794023.0468,52.8155,,0.1192, 35.1166, -1.7233,233.5640 gon, 100.9765 gon, 33.527 m; 0, 0, 1.3,395
MESSPUNKT,,Keramik Pl.1,4462713.9218,5794038.3493,52.8216,,4.4526, 18.2476, -1.7064,249.8060 gon, 101.8265 gon, 17.231 m; 0, 0, 1.3,189
MESSPUNKT,,Keramik Pl.1,4462713.8536,5794038.4791,52.8229,,4.4871, 18.1051, -1.705,250.0645 gon, 101.8350 gon, 17.102 m; 0, 0, 1.3,190
MESSPUNKT,,Keramik Pl.1,4462708.1720,5794014.7490,52.8231,,15.7852, 39.7326, -1.6992,258.3650 gon, 100.7565 gon, 41.243 m; 0, 0, 1.3,392
MESSPUNKT,,Keramik Pl.1,4462749.6059,5794043.3850,52.5929,,-31.3817, 22.0679, -1.9776,31.4410 gon, 101.4265 gon, 36.743 m; 0, 0, 1.3,297
MESSPUNKT,,Keramik Pl.1,4462755.3206,5794041.3516,52.5894,,-36.4278, 25.4338, -1.9881,31.7280 gon, 101.2400 gon, 42.805 m; 0, 0, 1.3,298
MESSPUNKT,,Keramik Pl.1,4462758.7857,5794039.6479,52.6381,,-39.3727, 27.9313, -1.9436,32.4765 gon, 101.0775 gon, 46.629 m; 0, 0, 1.3,299
MESSPUNKT,,Keramik Pl.1,4462715.8929,5794036.0437,52.9206,,3.1033, 20.9644, -1.6099,243.3255 gon, 101.3015 gon, 19.607 m; 0, 0, 1.3,396
MESSPUNKT,,Keramik Pl.1,4462744.5322,5794043.3542,52.5882,,-26.4538, 20.8602, -1.9762,34.5850 gon, 101.6370 gon, 31.961 m; 0, 0, 1.3,295
MESSPUNKT,,Keramik Pl.1,4462749.7696,5794043.1151,52.6316,,-31.4747, 22.3696, -1.9391,31.7975 gon, 101.3510 gon, 36.981 m; 0, 0, 1.3,296
MESSPUNKT,,Keramik Pl.1,4462713.9136,5794038.1279,52.8339,,4.5145, 18.4603, -1.6941,249.8280 gon, 101.7585 gon, 17.452 m; 0, 0, 1.3,188
MESSPUNKT,,Keramik Pl.1,4462709.3618,5794041.2563,52.6491,,8.166, 14.3161, -1.8733,269.4915 gon, 102.7905 gon, 15.090 m; 0, 0, 1.3,177
MESSPUNKT,,Keramik Pl.1,4462706.9793,5794040.7737,52.6725,,10.5942, 14.203, -1.847,277.7010 gon, 102.4610 gon, 16.429 m; 0, 0, 1.3,178
MESSPUNKT,,Keramik Pl.1,4462704.5132,5794039.1417,52.6604,,13.3839, 15.1842, -1.8562,282.7835 gon, 102.1555 gon, 19.027 m; 0, 0, 1.3,180
MESSPUNKT,,Keramik Pl.1,4462713.9207,5794043.5771,52.6669,,3.1787, 13.1774, -1.8608,250.0770 gon, 103.4390 gon, 12.014 m; 0, 0, 1.3,172
MESSPUNKT,,Keramik Pl.1,4462711.9678,5794042.9534,52.6855,,5.2247, 13.3059, -1.8399,259.7870 gon, 103.1210 gon, 12.811 m; 0, 0, 1.3,173
MESSPUNKT,,Keramik Pl.1,4462711.3763,5794041.9892,52.7101,,6.0335, 14.0967, -1.8146,261.7345 gon, 102.7675 gon, 13.864 m; 0, 0, 1.3,176
MESSPUNKT,,Keramik Pl.1,4462713.7191,5794038.3959,52.8427,,4.6378, 18.153, -1.685,250.5585 gon, 101.7520 gon, 17.187 m; 0, 0, 1.3,185
MESSPUNKT,,Keramik Pl.1,4462713.7869,5794038.1413,52.8517,,4.6341, 18.4165, -1.6761,250.2910 gon, 101.6940 gon, 17.440 m; 0, 0, 1.3,186
MESSPUNKT,,Keramik Pl.1,4462713.8203,5794037.8768,52.8815,,4.6662, 18.6811, -1.6464,250.1545 gon, 101.5620 gon, 17.703 m; 0, 0, 1.3,187
MESSPUNKT,,Keramik Pl.1,4462714.2811,5794037.2080,52.9099,,4.3824, 19.4421, -1.6186,248.5220 gon, 101.4090 gon, 18.370 m; 0, 0, 1.3,181
MESSPUNKT,,Keramik Pl.1,4462713.7211,5794037.2262,52.8835,,4.9211, 19.2879, -1.6443,250.4645 gon, 101.4990 gon, 18.355 m; 0, 0, 1.3,183
MESSPUNKT,,Keramik Pl.1,4462713.7406,5794037.5849,52.8903,,4.8147, 18.9448, -1.6375,250.4210 gon, 101.5050 gon, 17.996 m; 0, 0, 1.3,184
MESSPUNKT,,Keramik Pl.1,4462731.3776,5794025.1771,52.8749,,-9.2631, 35.2798, -1.6747,226.1655 gon, 100.9485 gon, 33.827 m; 0, 0, 1.3,494
MESSPUNKT,,Keramik Pl.1,4462733.4097,5794021.1801,52.8054,,-10.2588, 39.6517, -1.7469,226.3670 gon, 100.9575 gon, 38.310 m; 0, 0, 1.3,495
MESSPUNKT,,Keramik Pl.1,4462735.8149,5794020.6236,52.7706,,-12.4556, 40.778, -1.7846,223.4145 gon, 100.9775 gon, 39.984 m; 0, 0, 1.3,496
MESSPUNKT,,Keramik Pl.1,4462726.8913,5794016.1210,52.8533,,-2.7033, 42.968, -1.6914,239.2490 gon, 100.8185 gon, 40.497 m; 0, 0, 1.3,491
MESSPUNKT,,Keramik Pl.1,4462725.5667,5794019.5941,52.8556,,-2.2659, 39.2768, -1.6873,239.7150 gon, 100.8940 gon, 36.791 m; 0, 0, 1.3,492
MESSPUNKT,,Keramik Pl.1,4462731.0820,5794025.5286,52.8852,,-9.0622, 34.8668, -1.664,226.3410 gon, 100.9410 gon, 33.377 m; 0, 0, 1.3,493
MESSPUNKT,,Keramik Pl.1,4462719.5948,5794015.0124,52.8617,,4.6432, 42.2634, -1.6743,250.9065 gon, 100.7990 gon, 40.130 m; 0, 0, 1.3,500
MESSPUNKT,,Keramik Pl.1,4462719.5410,5794015.2341,52.8468,,4.6413, 42.0353, -1.6891,250.9535 gon, 100.8270 gon, 39.904 m; 0, 0, 1.3,501
MESSPUNKT,,Keramik Pl.1,4462725.2828,5794009.8378,52.8339,,0.3892, 48.6691, -1.7092,243.8700 gon, 100.7425 gon, 46.173 m; 0, 0, 1.3,503
MESSPUNKT,,Keramik Pl.1,4462724.8772,5794011.5664,52.8142,,0.3609, 46.8938, -1.7283,243.8985 gon, 100.7995 gon, 44.398 m; 0, 0, 1.3,497
MESSPUNKT,,Keramik Pl.1,4462724.1601,5794012.0463,52.8092,,0.9393, 46.2535, -1.7325,244.7650 gon, 100.8170 gon, 43.778 m; 0, 0, 1.3,498
MESSPUNKT,,Keramik Pl.1,4462720.3203,5794014.5914,52.8515,,4.0423, 42.8487, -1.6854,249.8480 gon, 100.8065 gon, 40.633 m; 0, 0, 1.3,499
MESSPUNKT,,Keramik Pl.1,4462728.7754,5794009.1597,52.8442,,-2.8325, 50.1786, -1.7031,239.5140 gon, 100.7105 gon, 47.706 m; 0, 0, 1.3,490
MESSPUNKT,,Keramik Pl.1,4462757.6377,5794039.0100,52.6113,,-38.1038, 28.2699, -1.9691,33.8295 gon, 101.1335 gon, 45.757 m; 0, 0, 1.3,303
MESSPUNKT,,Keramik Pl.1,4462758.0150,5794038.6068,52.6554,,-38.3714, 28.753, -1.9255,34.1745 gon, 101.0615 gon, 46.249 m; 0, 0, 1.3,304
MESSPUNKT,,Keramik Pl.1,4462755.6258,5794035.8190,52.6767,,-35.3744, 30.8738, -1.9014,39.0380 gon, 101.0545 gon, 45.102 m; 0, 0, 1.3,305
MESSPUNKT,,Keramik Pl.1,4462758.4062,5794039.6746,52.6447,,-39.0112, 27.8128, -1.9366,32.6090 gon, 101.0765 gon, 46.261 m; 0, 0, 1.3,300
MESSPUNKT,,Keramik Pl.1,4462758.1668,5794039.9320,52.6287,,-38.8418, 27.5048, -1.9523,32.3785 gon, 101.1055 gon, 45.952 m; 0, 0, 1.3,301
MESSPUNKT,,Keramik Pl.1,4462757.8714,5794039.2974,52.6195,,-38.4006, 28.0482, -1.9612,33.3440 gon, 101.1195 gon, 45.880 m; 0, 0, 1.3,302
MESSPUNKT,,Keramik Pl.1,4462715.2282,5794007.4451,52.8454,,10.7237, 48.5371, -1.6858,257.8450 gon, 100.6910 gon, 47.460 m; 0, 0, 1.3,487
MESSPUNKT,,Keramik Pl.1,4462715.2516,5794007.7389,52.8615,,10.6293, 48.2579, -1.6697,257.8135 gon, 100.6735 gon, 47.166 m; 0, 0, 1.3,488
MESSPUNKT,,Keramik Pl.1,4462718.6994,5794007.8088,52.8576,,7.2686, 49.031, -1.6777,253.1610 gon, 100.6835 gon, 47.223 m; 0, 0, 1.3,489
MESSPUNKT,,Keramik Pl.1,4462754.5708,5794035.5113,52.6672,,-34.2762, 30.9149, -1.9097,40.0720 gon, 101.0860 gon, 44.277 m; 0, 0, 1.3,306
MESSPUNKT,,Keramik Pl.1,4462741.4474,5794025.3848,52.6644,,-19.0791, 37.5345, -1.8973,64.4100 gon, 101.1925 gon, 39.663 m; 0, 0, 1.3,307
MESSPUNKT,,Keramik Pl.1,4462739.6479,5794027.7007,52.6831,,-17.8989, 34.8496, -1.8763,63.9920 gon, 101.2510 gon, 36.741 m; 0, 0, 1.3,308
