Name,Layer,NUMMER,Position X,Position Y,Position Z
Fund,PL01_FundNr,9011-Keramik,3490081.7567,5627357.6553,0.0000
Fund,PL01_FundNr,9014-Keramik,3490088.1535,5627323.3433,0.0000
Fund,PL01_FundNr,9014-Keramik,3490087.3925,5627321.5480,0.0000
Fund,PL01_FundNr,0-Keramik,3490089.4436,5627324.9645,0.0000
Fund,PL01_FundNr,9014-Keramik,3490090.2276,5627323.3320,0.0000
Fund,PL01_FundNr,9014-Keramik,3490087.2765,5627321.6156,0.0000
Fund,PL01_FundNr,0-Keramik,3490086.9811,5627316.2726,0.0000
Fund,PL01_FundNr,0-Keramik,3490082.1112,5627360.1633,0.0000
Fund,PL01_FundNr,9014-Keramik,3490087.2863,5627321.5500,0.0000
Fund,PL01_FundNr,9014-Keramik,3490087.9872,5627316.7930,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490085.6046,5627344.5388,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490085.5859,5627344.4744,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490086.7871,5627343.4087,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490086.7777,5627343.8993,0.0000
Fund,PL02_FundNr,9009-Keramik,3490086.3935,5627344.3599,0.0000
Fund,PL02_FundNr,9004-Keramik,3490075.2045,5627318.4378,0.0000
Fund,PL02_FundNr,9005-Keramik,3490069.1739,5627318.3130,0.0000
Fund,PL02_FundNr,9008-Keramik,3490082.3297,5627333.3522,0.0000
Fund,PL02_FundNr,9004-Keramik,3490075.9256,5627318.9789,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490085.7634,5627343.6777,0.0000
Fund,PL02_FundNr,9011-Keramik,3490083.9412,5627355.4249,0.0000
Fund,PL02_FundNr,9011-Abschlag,3490083.9402,5627355.4946,0.0000
Fund,PL01_FundNr,9003-Keramik,3490071.1725,5627305.5049,0.0000
Fund,PL02_FundNr,9021-Keramik,3490075.6006,5627296.6902,0.0000
Fund,PL02_FundNr,9011-Keramik,3490083.1656,5627356.2543,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490086.4268,5627342.4223,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490086.5990,5627342.6744,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490085.0696,5627342.7145,0.0000
Fund,PL02_FundNr,9009-Stein(artefakt),3490085.4787,5627342.5594,0.0000
Fund,PL01_FundNr,0-Keramik,3490061.9254,5627343.6578,0.0000
Fund,PL01_FundNr,0-Keramik,3490066.9551,5627344.6879,0.0000
Fund,PL01_FundNr,28-1,3490058.0220,5627335.4963,0.0000
Fund,PL01_FundNr,0-Keramik(ma),3490053.3465,5627309.9017,0.0000
Fund,PL01_FundNr,0-Keramik,3490059.3876,5627346.1084,0.0000
Fund,PL01_FundNr,0-Keramik,3490066.4871,5627349.3944,0.0000
Fund,PL01_FundNr,0-Keramik,3490066.7398,5627349.5343,0.0000
Fund,PL01_FundNr,0-Keramik,3490062.5567,5627346.0096,0.0000
Fund,PL01_FundNr,16-Keramik,3490060.5848,5627349.2771,0.0000
Fund,PL01_FundNr,0-Keramik,3490055.7589,5627331.5081,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.8068,5627320.5590,0.0000
Fund,PL01_FundNr,7-Keramik,3490061.0607,5627320.4111,0.0000
Fund,PL01_FundNr,7-Keramik,3490061.1649,5627320.7026,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.7158,5627320.8858,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.3978,5627321.3474,0.0000
Fund,PL01_FundNr,0-Keramik(glasiert),3490060.2394,5627324.8084,0.0000
Fund,PL01_FundNr,0-Keramik,3490055.4538,5627331.1170,0.0000
Fund,PL01_FundNr,0-Keramik,3490062.6916,5627317.6264,0.0000
Fund,PL01_FundNr,0-Keramik,3490054.3999,5627309.8083,0.0000
Fund,PL01_FundNr,1-Keramik,3490040.8064,5627285.3675,0.0000
Fund,PL01_FundNr,1-Keramik,3490045.3816,5627287.9466,0.0000
Fund,PL01_FundNr,1-Keramik,3490043.1291,5627285.4087,0.0000
Fund,PL01_FundNr,1-Keramik,3490043.0569,5627285.1432,0.0000
Fund,PL01_FundNr,1-Keramik,3490045.8765,5627287.2388,0.0000
Fund,PL01_FundNr,0-Keramik,3490047.6402,5627309.5766,0.0000
Fund,PL01_FundNr,0-Keramik,3490047.6348,5627309.7026,0.0000
Fund,PL01_FundNr,0-Keramik,3490047.1488,5627308.2763,0.0000
Fund,PL01_FundNr,0-Keramik,3490048.6067,5627307.9084,0.0000
Fund,PL01_FundNr,1-Keramik,3490044.2836,5627287.3581,0.0000
Fund,PL01_FundNr,0-Keramik,3490065.5374,5627353.3425,0.0000
Fund,PL01_FundNr,0-Keramik(neuzeitlich),3490065.1051,5627368.5686,0.0000
Fund,PL01_FundNr,0-Keramik,3490061.8277,5627351.4414,0.0000
Fund,PL01_FundNr,0-Keramik,3490063.3775,5627350.9434,0.0000
Fund,PL01_FundNr,0-Stein,3490059.0850,5627316.2870,0.0000
Fund,PL01_FundNr,1-Keramik,3490042.0945,5627287.9338,0.0000
Fund,PL01_FundNr,1-Keramik,3490041.8835,5627288.1706,0.0000
Fund,PL01_FundNr,0-Keramik,3490059.0825,5627315.9307,0.0000
Fund,PL01_FundNr,1-Keramik,3490041.9201,5627288.1747,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.7327,5627306.6606,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.5732,5627306.5518,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.9444,5627306.7140,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.6572,5627306.7207,0.0000
Fund,PL01_FundNr,3-Keramik,3490053.0891,5627306.2595,0.0000
Fund,PL01_FundNr,3-Keramik,3490053.2117,5627307.5254,0.0000
Fund,PL01_FundNr,3-Keramik,3490053.7666,5627307.6165,0.0000
Fund,PL01_FundNr,3-Keramik,3490054.3450,5627306.5396,0.0000
Fund,PL01_FundNr,3-Keramik,3490054.6851,5627306.7072,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.5900,5627306.9105,0.0000
Fund,PL01_FundNr,3-Keramik,3490051.9019,5627306.6699,0.0000
Fund,PL01_FundNr,3-Keramik,3490051.2388,5627307.3366,0.0000
Fund,PL01_FundNr,2-Flintsplitter,3490044.4190,5627298.8005,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.4151,5627306.8882,0.0000
Fund,PL01_FundNr,3-Keramik,3490051.2178,5627307.3065,0.0000
Fund,PL01_FundNr,3-Keramik,3490051.0883,5627307.1819,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.3279,5627306.9970,0.0000
Fund,PL01_FundNr,3-Keramik,3490051.2307,5627307.2537,0.0000
Fund,PL01_FundNr,3-Keramik,3490051.1649,5627307.3022,0.0000
Fund,PL01_FundNr,7-Keramik,3490059.5526,5627319.1981,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.2658,5627319.2560,0.0000
Fund,PL01_FundNr,7-Keramik,3490059.4772,5627320.1986,0.0000
Fund,PL01_FundNr,7-Keramik,3490059.6418,5627320.7593,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.4996,5627318.9061,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.5039,5627319.9083,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.9355,5627320.7361,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.6853,5627319.2097,0.0000
Fund,PL01_FundNr,7-Keramik,3490059.8667,5627320.4478,0.0000
Fund,PL01_FundNr,7-Keramik,3490058.9175,5627320.6696,0.0000
Fund,PL01_FundNr,3-Keramik,3490054.0228,5627308.3265,0.0000
Fund,PL01_FundNr,3-Keramik,3490054.1606,5627308.7505,0.0000
Fund,PL01_FundNr,3-Keramik,3490054.1150,5627307.7444,0.0000
Fund,PL01_FundNr,3-Keramik,3490053.5476,5627308.1275,0.0000
Fund,PL01_FundNr,3-Keramik,3490053.8582,5627308.9742,0.0000
Fund,PL01_FundNr,7-Beilfragment,3490059.8899,5627320.6485,0.0000
Fund,PL01_FundNr,7-Keramik,3490058.8775,5627320.7042,0.0000
Fund,PL01_FundNr,0-Keramik(Mittelalter),3490057.2233,5627314.4295,0.0000
Fund,PL01_FundNr,9-Steinbeil,3490060.6608,5627316.8405,0.0000
Fund,PL01_FundNr,0-Abschlag,3490063.0463,5627316.9975,0.0000
Fund,PL01_FundNr,0-Abschlag,3490061.5887,5627317.6377,0.0000
Fund,PL01_FundNr,7-Fussknochen,3490060.8690,5627320.7170,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.2570,5627319.6504,0.0000
Fund,PL01_FundNr,0-Tierknochen,3490062.2676,5627316.6191,0.0000
Fund,PL01_FundNr,0-Keramik,3490063.1911,5627318.9551,0.0000
Fund,PL01_FundNr,0-?,3490062.9814,5627319.0240,0.0000
Fund,PL01_FundNr,0-Abschlag,3490062.7727,5627316.5560,0.0000
Fund,PL01_FundNr,0-Stein,3490063.2122,5627317.7976,0.0000
Fund,PL01_FundNr,0-Keramik,3490066.2306,5627365.0069,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.3979,5627409.5844,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.3793,5627409.6136,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.4309,5627409.6026,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.4123,5627409.5583,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.3593,5627409.5382,0.0000
Fund,PL01_FundNr,0-Keramik,3490082.2672,5627396.1180,0.0000
Fund,PL01_FundNr,0-Eisen,3490080.6681,5627395.4457,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.3345,5627409.5795,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.4020,5627408.5070,0.0000
Fund,PL01_FundNr,0-Kupferfragment,3490058.9520,5627323.2425,0.0000
Fund,PL01_FundNr,0-Eisen,3490052.1303,5627310.4602,0.0000
Fund,PL01_FundNr,7-Keramik,3490060.0159,5627318.3210,0.0000
Fund,PL01_FundNr,0-Abschlag,3490051.8480,5627316.6464,0.0000
Fund,PL01_FundNr,0-Keramik,3490052.1948,5627305.6586,0.0000
Fund,PL01_FundNr,1-Abschlag(Quarzit),3490048.3502,5627286.7448,0.0000
Fund,PL01_FundNr,0-Keramik,3490060.8358,5627317.7319,0.0000
Fund,PL01_FundNr,0-Keramik,3490054.8459,5627306.5752,0.0000
Fund,PL01_FundNr,3-Keramik,3490052.5077,5627306.7600,0.0000
Fund,PL01_FundNr,0-Keramik,3490062.9051,5627319.9808,0.0000
Fund,PL01_FundNr,0-Keramik,3490062.9014,5627319.1115,0.0000
Fund,PL01_FundNr,0-Stein,3490063.2386,5627318.1133,0.0000
Fund,PL01_FundNr,0-Keramik,3490063.5631,5627318.8479,0.0000
Fund,PL01_FundNr,0-Keramik,3490063.3761,5627318.8390,0.0000
Fund,PL01_FundNr,0-Stein,3490062.9913,5627318.3092,0.0000
Fund,PL01_FundNr,0-Stein,3490063.0641,5627319.4737,0.0000
Fund,PL01_FundNr,0-Stein,3490063.9011,5627319.5090,0.0000
Fund,PL01_FundNr,0-Stein,3490062.5232,5627319.0432,0.0000
Fund,PL01_FundNr,0-Stein,3490062.6698,5627319.1732,0.0000
Fund,PL01_FundNr,55a-Keramik,3490084.9457,5627431.2980,0.0000
Fund,PL01_FundNr,55a-Keramik,3490085.2206,5627431.1427,0.0000
Fund,PL01_FundNr,0-Keramik,3490083.0023,5627432.1182,0.0000
Fund,PL01_FundNr,55a-Keramik,3490084.8428,5627431.3526,0.0000
Fund,PL01_FundNr,55a-Keramik,3490089.8704,5627429.0387,0.0000
Fund,PL01_FundNr,0-Keramik,3490085.6135,5627425.7004,0.0000
Fund,PL01_FundNr,35-Keramik,3490081.5533,5627417.1705,0.0000
Fund,PL01_FundNr,0-Keramik,3490085.2589,5627427.7218,0.0000
Fund,PL01_FundNr,0-Keramik,3490087.4499,5627426.6130,0.0000
Fund,PL01_FundNr,0-Keramik(neuzeitlich),3490084.4966,5627406.2149,0.0000
Fund,PL01_FundNr,0-Keramik,3490049.5269,5627310.2929,0.0000
Fund,PL01_FundNr,0-Keramik,3490059.4416,5627342.3054,0.0000
Fund,PL01_FundNr,0-Keramik(ma),3490048.6241,5627309.3916,0.0000
Fund,PL01_FundNr,0-Keramik,3490047.8563,5627310.2157,0.0000
Fund,PL01_FundNr,33-Keramik,3490082.0538,5627402.5826,0.0000
Fund,PL01_FundNr,34-Keramik,3490076.0359,5627407.7902,0.0000
Fund,PL01_FundNr,38-Keramik,3490078.9804,5627408.1700,0.0000
Fund,PL01_FundNr,33-Keramik,3490083.6038,5627402.4176,0.0000
Fund,PL01_FundNr,33-Keramik,3490081.0747,5627402.5052,0.0000
Fund,PL01_FundNr,14-Keramik,3490082.3057,5627416.0620,0.0000
Fund,PL01_FundNr,36-Keramik,3490095.4060,5627405.0168,0.0000
Fund,PL01_FundNr,35-Keramik,3490082.5288,5627413.2531,0.0000
Fund,PL01_FundNr,35-Keramik,3490082.2288,5627414.0261,0.0000
Fund,PL01_FundNr,38-Keramik,3490077.9453,5627412.2397,0.0000
Fund,PL01_FundNr,35-Keramik,3490083.8015,5627408.8921,0.0000
Fund,PL01_FundNr,34-Keramik,3490077.4061,5627409.6241,0.0000
Fund,PL01_FundNr,38-Keramik,3490077.7835,5627410.4744,0.0000
Fund,PL01_FundNr,35-Keramik,3490083.6746,5627409.6896,0.0000
Fund,PL01_FundNr,35-Keramik,3490082.5793,5627413.3312,0.0000
Fund,PL01_FundNr,14-Knochenspuren,3490086.5566,5627415.5215,0.0000
Fund,PL01_FundNr,0-Keramik,3490088.2002,5627415.9520,0.0000
Fund,PL01_FundNr,14-Knochenspuren,3490086.2381,5627415.6076,0.0000
Fund,PL01_FundNr,14-Knochenspuren,3490086.3698,5627415.5936,0.0000
Fund,PL01_FundNr,14-Keramik,3490086.6293,5627414.2660,0.0000
Fund,PL01_FundNr,14-Keramik,3490085.6829,5627413.3226,0.0000
Fund,PL01_FundNr,14-Keramik,3490086.2123,5627412.4606,0.0000
Fund,PL01_FundNr,14-Keramik,3490086.9543,5627413.9978,0.0000
Fund,PL01_FundNr,14-Keramik,3490086.8417,5627413.9207,0.0000
HK,PL02_FundNr,,3490101.6559,5627348.6940,0.0000
HK,PL02_FundNr,,3490101.5988,5627348.7372,0.0000
HK,PL02_FundNr,,3490100.6072,5627349.6746,0.0000
HK,PL02_FundNr,,3490098.9786,5627349.1688,0.0000
HK,PL02_FundNr,,3490099.0252,5627349.6168,0.0000
HK,PL02_FundNr,,3490101.5995,5627348.6868,0.0000
HK,PL02_FundNr,,3490101.7718,5627348.7934,0.0000
HK,PL02_FundNr,,3490101.3424,5627347.6355,0.0000
HK,PL02_FundNr,,3490101.7924,5627348.7516,0.0000
HK,PL02_FundNr,,3490101.5399,5627348.7143,0.0000
HK,PL02_FundNr,,3490101.8091,5627348.8020,0.0000
HK,PL02_FundNr,,3490084.0906,5627357.5339,0.0000
HK,PL02_FundNr,,3490084.3309,5627356.8758,0.0000
HK,PL02_FundNr,,3490084.5814,5627355.6080,0.0000
HK,PL02_FundNr,,3490084.3125,5627356.8485,0.0000
HK,PL02_FundNr,,3490083.9704,5627357.1786,0.0000
HK,PL02_FundNr,,3490083.5474,5627357.4630,0.0000
HK,PL02_FundNr,,3490085.1884,5627355.9417,0.0000
HK,PL02_FundNr,,3490085.4629,5627356.9088,0.0000
HK,PL02_FundNr,,3490084.5081,5627357.1820,0.0000
HK,PL02_FundNr,,3490085.3604,5627356.2425,0.0000
HK,PL02_FundNr,,3490085.3647,5627356.2843,0.0000
HK,PL02_FundNr,,3490085.4270,5627356.2546,0.0000
HK,PL02_FundNr,,3490101.2126,5627347.8641,0.0000
HK,PL03_FundNr,,3490078.9637,5627336.4842,0.0000
HK,PL03_FundNr,,3490078.7552,5627336.4715,0.0000
HK,PL02_Steine,,3490079.4539,5627336.5756,0.0000
HK,PL02_FundNr,,3490083.7884,5627341.8190,0.0000
HK,PL02_Steine,,3490078.7595,5627334.9555,0.0000
HK,PL03_FundNr,,3490078.4537,5627335.5445,0.0000
HK,PL03_FundNr,,3490086.0216,5627343.2019,0.0000
HK,PL03_FundNr,,3490085.9975,5627343.3026,0.0000
HK,PL03_FundNr,,3490084.8207,5627343.3033,0.0000
HK,PL03_FundNr,,3490084.9916,5627343.4195,0.0000
HK,PL03_FundNr,,3490085.0159,5627343.3095,0.0000
HK,PL02_FundNr,,3490083.7402,5627341.8329,0.0000
HK,PL02_FundNr,,3490099.6754,5627347.3818,0.0000
HK,PL02_FundNr,,3490100.0760,5627347.8374,0.0000
HK,PL02_FundNr,,3490099.5948,5627347.4514,0.0000
HK,PL02_FundNr,,3490099.9310,5627347.3446,0.0000
HK,PL02_FundNr,,3490099.8214,5627347.4134,0.0000
HK,PL02_FundNr,,3490099.9887,5627347.8093,0.0000
HK,PL02_FundNr,,3490099.0189,5627347.9779,0.0000
HK,PL02_FundNr,,3490083.7758,5627341.9582,0.0000
HK,PL02_FundNr,,3490100.1426,5627348.0424,0.0000
HK,PL02_FundNr,,3490099.9253,5627348.1722,0.0000
HK,PL02_FundNr,,3490099.9524,5627348.1911,0.0000
HK,PL01_FundNr,,3490060.8561,5627321.5901,0.0000
HK,PL01_FundNr,,3490060.4182,5627322.2291,0.0000
HK,PL01_FundNr,,3490060.2392,5627321.8088,0.0000
HK,PL01_FundNr,,3490059.9496,5627321.5437,0.0000
HK,PL01_FundNr,,3490060.1068,5627321.7446,0.0000
HK,PL01_FundNr,,3490060.2861,5627322.6799,0.0000
HK,PL01_FundNr,,3490061.1539,5627317.8359,0.0000
HK,PL01_FundNr,,3490062.7930,5627317.8122,0.0000
HK,PL01_FundNr,,3490061.0189,5627322.5176,0.0000
HK,PL01_FundNr,,3490061.0449,5627322.8929,0.0000
HK,PL01_FundNr,,3490061.3301,5627320.7695,0.0000
HK,PL01_FundNr,,3490059.3010,5627321.5776,0.0000
HK,PL01_FundNr,,3490058.0053,5627320.8304,0.0000
HK,PL01_FundNr,,3490058.0496,5627320.8066,0.0000
HK,PL01_FundNr,,3490044.2103,5627299.1529,0.0000
HK,PL01_FundNr,,3490055.5992,5627318.2891,0.0000
HK,PL01_FundNr,,3490044.7125,5627299.1079,0.0000
HK,PL01_FundNr,,3490061.1979,5627320.3734,0.0000
HK,PL01_FundNr,,3490060.3763,5627320.8416,0.0000
HK,PL01_FundNr,,3490060.1261,5627321.3454,0.0000
HK,PL01_FundNr,,3490059.8138,5627321.1045,0.0000
HK,PL01_FundNr,,3490059.6748,5627321.0047,0.0000
HK,PL01_FundNr,,3490059.5615,5627321.1898,0.0000
HK,PL01_FundNr,,3490067.9309,5627347.8119,0.0000
HK,PL02_FundNr,,3490083.4130,5627356.6366,0.0000
HK,PL02_FundNr,,3490083.8673,5627356.3502,0.0000
HK,PL02_FundNr,,3490083.2668,5627356.5004,0.0000
HK,PL01_FundNr,,3490085.3255,5627300.0763,0.0000
HK,PL01_FundNr,,3490076.6673,5627312.7080,0.0000
HK,PL02_FundNr,,3490084.2269,5627356.2228,0.0000
HK,PL02_FundNr,,3490083.9154,5627357.0547,0.0000
HK,PL02_FundNr,,3490083.8056,5627357.1680,0.0000
HK,PL02_FundNr,,3490083.7294,5627357.0732,0.0000
HK,PL02_FundNr,,3490083.9480,5627355.2628,0.0000
HK,PL02_FundNr,,3490083.2805,5627357.1396,0.0000
HK,PL01_FundNr,,3490080.0292,5627417.7124,0.0000
HK,PL01_FundNr,,3490070.5966,5627362.5734,0.0000
HK,PL01_FundNr,,3490072.9321,5627361.6666,0.0000
HK,PL01_FundNr,,3490073.2326,5627362.5392,0.0000
HK,PL01_FundNr,,3490072.5310,5627363.6810,0.0000
HK,PL01_FundNr,,3490072.1135,5627362.7648,0.0000
HK,PL01_FundNr,,3490068.7083,5627373.0969,0.0000
HK,PL01_Steine,,3490081.7350,5627399.0410,0.0000
HK,PL01_FundNr,,3490079.8069,5627417.7901,0.0000
HK,PL01_FundNr,,3490044.5569,5627291.6498,0.0000
HK,PL01_FundNr,,3490067.8726,5627372.9976,0.0000
HK,PL01_FundNr,,3490081.5703,5627392.4967,0.0000
NivPunkt,PL02_Messpunkte,210.88,3490079.8518,5627337.0584,0.0000
NivPunkt,PL02_Messpunkte,210.90,3490078.0313,5627337.6049,0.0000
NivPunkt,PL02_Messpunkte,210.92,3490078.0905,5627337.2853,0.0000
NivPunkt,PL02_Messpunkte,210.94,3490078.8581,5627335.9219,0.0000
NivPunkt,PL02_Messpunkte,210.93,3490079.1376,5627336.8804,0.0000
NivPunkt,PL02_Messpunkte,210.88,3490078.3945,5627338.0240,0.0000
NivPunkt,PL02_Messpunkte,210.90,3490078.0947,5627338.8997,0.0000
NivPunkt,PL02_Messpunkte,210.92,3490077.3789,5627339.0937,0.0000
NivPunkt,PL02_Messpunkte,210.99,3490076.8885,5627338.7103,0.0000
NivPunkt,PL02_Messpunkte,210.86,3490080.2228,5627338.6988,0.0000
NivPunkt,PL02_Messpunkte,210.92,3490076.9246,5627338.5280,0.0000
NivPunkt,PL02_Messpunkte,210.93,3490077.6187,5627335.2413,0.0000
NivPunkt,PL02_Messpunkte,210.98,3490084.0896,5627334.6085,0.0000
NivPunkt,PL02_Messpunkte,210.97,3490083.8211,5627335.1510,0.0000
NivPunkt,PL02_Messpunkte,210.99,3490083.8286,5627333.9219,0.0000
NivPunkt,PL02_Messpunkte,210.90,3490083.5075,5627335.8160,0.0000
NivPunkt,PL02_Messpunkte,210.97,3490083.6914,5627335.7623,0.0000
NivPunkt,PL02_Messpunkte,210.96,3490083.0654,5627335.3478,0.0000
NivPunkt,PL02_Messpunkte,210.96,3490079.5360,5627334.6857,0.0000
NivPunkt,PL02_Messpunkte,210.93,3490078.5799,5627334.9655,0.0000
NivPunkt,PL02_Messpunkte,211.05,3490081.6546,5627333.6347,0.0000
NivPunkt,PL02_Messpunkte,211.06,3490081.4408,5627333.9898,0.0000
NivPunkt,PL02_Messpunkte,211.05,3490081.1779,5627333.0799,0.0000
NivPunkt,PL02_Messpunkte,210.93,3490077.1226,5627339.1796,0.0000
NivPunkt,PL02_Messpunkte,211.06,3490090.2734,5627338.0291,0.0000
NivPunkt,PL02_Messpunkte,211.05,3490093.7639,5627338.8756,0.0000
NivPunkt,PL02_Messpunkte,211.05,3490090.8288,5627338.0648,0.0000
NivPunkt,PL02_Messpunkte,211.05,3490091.4993,5627338.2333,0.0000
NivPunkt,PL02_Messpunkte,211.09,3490091.2480,5627337.3683,0.0000
NivPunkt,PL02_Messpunkte,211.03,3490091.8406,5627339.4444,0.0000
NivPunkt,PL02_Messpunkte,210.94,3490099.1608,5627351.6300,0.0000
NivPunkt,PL02_Messpunkte,210.96,3490099.7162,5627350.6421,0.0000
NivPunkt,PL02_Messpunkte,210.99,3490102.0727,5627349.5819,0.0000
NivPunkt,PL02_Messpunkte,211.08,3490093.4183,5627337.6739,0.0000
NivPunkt,PL02_Messpunkte,211.06,3490092.1547,5627338.1446,0.0000
NivPunkt,PL02_Messpunkte,211.04,3490089.9654,5627338.6834,0.0000
NivPunkt,PL02_Messpunkte,210.75,3490082.7326,5627340.8159,0.0000
NivPunkt,PL02_Messpunkte,210.65,3490082.7491,5627343.0165,0.0000
NivPunkt,PL02_Messpunkte,210.89,3490077.1208,5627339.3650,0.0000
NivPunkt,PL02_Messpunkte,210.92,3490077.2423,5627339.2267,0.0000
NivPunkt,PL02_Messpunkte,210.92,3490077.7583,5627339.3163,0.0000
NivPunkt,PL02_Messpunkte,210.83,3490084.5724,5627343.0120,0.0000
NivPunkt,PL02_Messpunkte,210.77,3490083.8650,5627345.0870,0.0000
NivPunkt,PL02_Messpunkte,211.08,3490089.7123,5627337.8187,0.0000
NivPunkt,PL02_Messpunkte,210.78,3490085.3490,5627344.5566,0.0000
NivPunkt,PL02_Messpunkte,210.80,3490084.9052,5627342.9152,0.0000
NivPunkt,PL02_Messpunkte,210.79,3490083.5300,5627343.4380,0.0000
NivPunkt,PL02_Messpunkte,211.45,3490090.0132,5627322.2384,0.0000
NivPunkt,PL02_Messpunkte,211.46,3490075.7806,5627318.8548,0.0000
NivPunkt,PL02_Messpunkte,211.36,3490074.9016,5627318.9934,0.0000
NivPunkt,PL02_Messpunkte,211.36,3490075.3420,5627319.8564,0.0000
NivPunkt,PL02_Messpunkte,211.45,3490074.7810,5627318.1945,0.0000
NivPunkt,PL02_Messpunkte,211.42,3490076.9274,5627319.2376,0.0000
NivPunkt,PL02_Messpunkte,211.95,3490094.9100,5627313.7477,0.0000
NivPunkt,PL02_Messpunkte,212.04,3490092.8268,5627306.8865,0.0000
NivPunkt,PL02_Messpunkte,211.89,3490090.7827,5627307.9791,0.0000
NivPunkt,PL02_Messpunkte,212.16,3490095.2338,5627306.1947,0.0000
NivPunkt,PL02_Messpunkte,212.80,3490095.8798,5627310.1520,0.0000
NivPunkt,PL02_Messpunkte,211.85,3490093.9586,5627310.7253,0.0000
NivPunkt,PL02_Messpunkte,211.49,3490074.9549,5627317.7668,0.0000
NivPunkt,PL02_Messpunkte,211.20,3490068.1652,5627318.8562,0.0000
NivPunkt,PL02_Messpunkte,211.30,3490067.7766,5627320.5251,0.0000
NivPunkt,PL02_Messpunkte,211.21,3490069.2431,5627317.9621,0.0000
NivPunkt,PL02_Messpunkte,211.17,3490071.0588,5627319.6469,0.0000
NivPunkt,PL02_Messpunkte,211.20,3490069.5840,5627319.1943,0.0000
NivPunkt,PL02_Messpunkte,211.17,3490066.7343,5627320.6152,0.0000
NivPunkt,PL02_Messpunkte,211.31,3490073.9002,5627318.2742,0.0000
NivPunkt,PL02_Messpunkte,211.46,3490076.5968,5627317.3162,0.0000
NivPunkt,PL02_Messpunkte,211.23,3490070.1934,5627320.9181,0.0000
NivPunkt,PL02_Messpunkte,211.22,3490069.3571,5627321.0973,0.0000
NivPunkt,PL02_Messpunkte,211.19,3490068.4304,5627322.3418,0.0000
NivPunkt,PL02_Messpunkte,212.13,3490091.9510,5627304.0434,0.0000
NivPunkt,PL02_Messpunkte,211.99,3490076.1573,5627292.6765,0.0000
NivPunkt,PL02_Messpunkte,211.98,3490075.6799,5627294.8309,0.0000
NivPunkt,PL02_Messpunkte,212.10,3490078.4864,5627291.4392,0.0000
NivPunkt,PL02_Messpunkte,212.13,3490082.3946,5627292.8624,0.0000
NivPunkt,PL02_Messpunkte,212.01,3490078.2521,5627293.3599,0.0000
NivPunkt,PL02_Messpunkte,211.97,3490077.8674,5627297.1886,0.0000
NivPunkt,PL02_Messpunkte,211.52,3490091.3326,5627320.1371,0.0000
NivPunkt,PL02_Messpunkte,211.45,3490088.3006,5627321.9536,0.0000
NivPunkt,PL02_Messpunkte,211.49,3490086.2712,5627319.8973,0.0000
NivPunkt,PL02_Messpunkte,211.90,3490079.0870,5627298.9864,0.0000
NivPunkt,PL02_Messpunkte,211.57,3490088.8986,5627318.4892,0.0000
NivPunkt,PL02_Messpunkte,212.07,3490080.2593,5627295.2046,0.0000
NivPunkt,PL02_Messpunkte,212.52,3490092.8729,5627298.1525,0.0000
NivPunkt,PL02_Messpunkte,212.17,3490086.5654,5627299.0634,0.0000
NivPunkt,PL02_Messpunkte,212.30,3490091.0576,5627300.0811,0.0000
NivPunkt,PL02_Messpunkte,212.19,3490088.7772,5627304.9371,0.0000
NivPunkt,PL02_Messpunkte,212.01,3490087.6612,5627303.5595,0.0000
NivPunkt,PL02_Messpunkte,212.37,3490087.7450,5627294.5596,0.0000
NivPunkt,PL02_Messpunkte,211.95,3490081.5186,5627298.5124,0.0000
NivPunkt,PL02_Messpunkte,212.13,3490082.4509,5627295.8166,0.0000
